Q8TF40|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
Q9ASS2|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
Q9I9E1|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
Q80TD3|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
Q15007|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
Q9FWR5|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
Q9LR30|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
Q9H227|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
P35573|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
O22287|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
P04150|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
Q8IVS8|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
Q08726|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
Q8R4T5|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
E5RQA1|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
Q9VXG1|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
Q6NVF4|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
Q8K5C0|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
Q9SS38|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
A1Z6E0|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
P32479|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
Q12276|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
Q61191|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
Q9BQA5|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
Q8R5F7|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
Q92598|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
Q10132|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
Q61371|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
F4IXE7|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
Q96VB9|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
Q5EA95|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
P25642|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
Q9NVR2|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
Q9USP8|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
Q10297|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
Q8GS71|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
P14681|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
G5EDW7|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
Q8BSK8|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
Q9CAP8|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
Q9LVS0|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
Q9GZP8|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
O94290|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
Q9BY32|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
P83777|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
P92208|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
P15884|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
Q9FJV5|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
O95251|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
O14343|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
O08876|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
P78368|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
P23298|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
Q9QXD8|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
Q946J8|EUKARYA|NO_SP	Q8TF40|EUKARYA|NO_SP
